OrderID,CustomerID,ProductID,OrderDate,Quantity,Price,Region
137,3108,11,2023-07-21,5,452.12,LATAM
138,3006,231,2024-05-23,2,1786.99,APAC
139,2039,790,2023-09-02,3,972.43,LATAM
140,2322,545,2023-05-24,4,411.04,US
141,32,171,2024-05-28,1,748.01,APAC
142,2593,796,2023-05-13,5,1113.48,EU
143,3601,879,2023-06-05,3,1164.33,EU
144,989,222,2023-08-14,3,88.7,LATAM
145,2060,114,2023-04-22,4,134.85,EU
146,3417,261,2024-04-17,2,319.81,APAC
147,1802,943,2023-10-04,2,1445.53,LATAM
148,4975,121,2024-10-26,2,137.41,US
149,4483,972,2025-09-11,1,1714.37,LATAM
150,4154,568,2022-12-12,1,1383.37,LATAM
151,645,872,2025-02-27,5,324.94,APAC
152,2016,88,2025-02-16,4,189.98,US
153,4353,924,2024-05-20,2,1923.32,EU
154,3373,364,2024-08-24,1,1082.14,EU
155,2238,376,2024-02-24,5,1738.84,LATAM
156,4224,842,2025-08-20,5,1298.74,US
157,1088,3,2024-07-14,2,818.04,EU
158,365,366,2025-03-22,1,1962.27,LATAM
159,1251,500,2025-03-12,1,317.35,LATAM
160,2722,835,2023-05-01,5,1873.1,APAC
161,2057,899,2022-11-19,3,213.18,LATAM
162,2197,912,2023-11-26,3,1775.08,EU
163,2035,578,2023-02-18,1,761.06,APAC
164,2831,889,2023-07-16,1,1045.12,APAC
165,1983,501,2024-07-03,2,238.32,APAC
166,3611,558,2023-04-12,4,1148.63,APAC
167,1364,4,2023-08-15,4,1008.14,APAC
168,3245,430,2025-05-18,2,1375.2,US
169,1047,362,2023-05-17,3,1474.83,US
170,3819,278,2024-08-16,2,1464.11,LATAM
171,1318,628,2025-09-27,2,1786.72,LATAM
172,3299,950,2023-08-07,5,1281.83,EU
173,2271,296,2025-01-19,1,694.84,LATAM
174,840,1,2024-02-23,2,1679.53,APAC
175,2476,934,2025-09-21,5,1924.06,US
176,2847,194,2024-06-05,5,1760.68,APAC
177,324,172,2024-09-07,3,1197.0,LATAM
178,1462,557,2023-01-28,1,861.73,APAC
179,768,499,2025-06-14,1,1161.29,LATAM
180,375,42,2023-11-11,2,900.94,LATAM
181,310,953,2025-04-04,1,1971.82,LATAM
182,4974,839,2023-05-16,1,1199.42,APAC
183,2411,401,2025-05-31,2,1384.27,EU
184,808,252,2022-10-23,5,1738.49,US
185,92,685,2024-08-01,2,264.3,US
186,4741,376,2023-11-01,5,1738.84,APAC
187,4402,514,2025-04-09,2,59.86,US
188,4370,78,2024-07-15,5,185.89,APAC
189,4024,518,2024-01-26,5,154.07,LATAM
190,3917,128,2025-05-17,5,1472.38,LATAM
191,2499,274,2024-08-28,3,1634.24,LATAM
192,1109,237,2024-02-14,1,157.0,APAC
193,3438,626,2023-09-27,2,1308.61,APAC
194,3561,994,2023-10-30,3,720.49,US
195,3872,628,2025-01-25,4,1786.72,EU
196,2457,19,2023-12-05,3,842.25,US
197,3677,445,2024-01-28,5,1142.99,US
198,4062,786,2024-09-18,2,1754.44,US
199,856,193,2025-02-23,4,1609.53,EU
200,1177,420,2024-07-03,5,1299.0,APAC
201,2987,927,2023-08-12,1,1633.03,EU
202,2143,70,2024-02-26,5,1396.43,EU
203,1772,693,2023-05-17,4,984.24,EU
204,2674,621,2023-09-26,4,717.86,LATAM
205,4571,773,2023-07-14,2,1542.41,EU
206,4418,905,2023-01-01,2,1944.96,APAC
207,4989,347,2025-03-06,4,150.7,LATAM
208,4310,475,2023-04-10,2,1650.94,APAC
209,3209,822,2023-01-12,3,452.43,US
210,212,904,2025-09-22,1,891.94,LATAM
211,2796,618,2024-01-13,4,1709.96,EU
212,2713,282,2025-09-21,1,1512.25,EU
213,4097,473,2025-08-29,4,228.28,US
214,2961,682,2023-11-21,1,1929.94,APAC
215,3490,477,2024-12-29,1,1587.77,APAC
216,77,631,2023-02-20,2,419.88,EU
217,2134,386,2023-09-01,2,1364.12,APAC
218,1323,532,2023-01-27,3,481.48,LATAM
219,2346,631,2025-05-17,4,419.88,LATAM
220,1926,44,2024-10-23,4,620.28,EU
221,2259,470,2024-10-22,5,1878.44,EU
222,2533,982,2023-05-08,4,1198.77,LATAM
223,1939,648,2025-07-29,5,13.61,APAC
224,1238,69,2025-09-05,4,1849.55,APAC
225,1091,349,2025-03-22,4,1369.8,EU
226,4653,840,2023-04-01,1,1792.81,LATAM
227,4164,304,2023-12-12,2,1423.39,APAC
228,2768,932,2023-08-18,1,423.38,EU
229,3403,376,2023-10-05,5,1738.84,US
230,142,714,2022-10-20,4,1240.26,EU
231,3013,473,2024-09-17,5,228.28,APAC
232,1440,574,2023-03-24,5,43.91,EU
233,3607,443,2025-01-02,2,10.82,US
234,3169,434,2024-07-15,4,147.26,US
235,3224,889,2023-02-07,2,1045.12,LATAM
236,1319,152,2024-01-26,5,936.07,LATAM
237,286,361,2022-11-06,5,54.0,US
238,967,438,2025-09-07,1,1924.64,LATAM
239,3864,635,2025-09-24,4,584.84,US
240,3089,980,2025-04-01,2,363.15,EU
241,4977,226,2023-12-19,1,400.76,APAC
242,2354,916,2024-07-27,4,647.69,LATAM
243,3217,116,2025-06-23,4,114.79,EU
244,1252,289,2025-04-22,4,258.37,LATAM
245,4172,69,2025-08-12,2,1849.55,US
246,527,396,2024-06-25,3,941.94,LATAM
247,3885,964,2024-08-13,1,1365.61,LATAM
248,1409,792,2023-06-23,1,446.43,LATAM
249,4370,480,2024-11-16,4,800.67,LATAM
250,2996,251,2024-02-29,4,1777.1,US
251,4863,151,2023-12-17,4,1898.38,APAC
252,4431,529,2023-02-03,4,1724.93,LATAM
253,2268,872,2025-08-11,2,324.94,LATAM
254,3240,900,2023-10-21,2,199.72,LATAM
255,1611,3,2022-12-25,2,818.04,EU
256,1389,528,2024-10-14,1,1611.56,US
257,3348,296,2023-11-09,2,694.84,LATAM
258,1896,490,2025-02-26,1,1179.03,LATAM
259,3581,494,2023-03-26,2,1190.83,APAC
260,1640,91,2025-05-23,3,1247.35,LATAM
261,130,952,2024-09-26,3,812.54,LATAM
262,1326,563,2024-12-13,1,862.31,US
263,4035,908,2023-09-07,3,574.76,APAC
264,2123,567,2025-02-27,5,801.0,EU
265,3582,999,2024-01-12,5,1372.48,US
266,3947,325,2024-03-04,4,1592.17,US
267,1708,811,2023-10-22,2,197.18,APAC
268,36,465,2025-03-15,4,1593.45,APAC
269,4459,540,2025-03-06,5,976.71,US
270,3220,673,2022-10-18,3,477.88,LATAM
271,382,75,2023-12-26,2,226.72,EU
272,3503,520,2025-05-02,5,1549.48,US
273,1497,933,2025-06-07,3,1452.2,EU
274,2721,456,2023-01-15,2,1165.85,EU
275,4067,285,2024-02-29,3,1907.68,US
276,3335,722,2023-03-27,3,745.87,EU
277,1228,108,2023-01-28,1,1762.28,LATAM
278,902,596,2025-08-02,3,312.16,US
279,220,558,2023-07-13,2,1148.63,APAC
280,3084,678,2025-06-16,1,256.22,LATAM
281,2019,47,2025-02-25,3,1172.04,US
282,4322,144,2022-11-06,3,344.71,EU
283,1097,357,2023-12-01,1,1556.48,US
284,2453,658,2025-09-02,2,1980.14,EU
285,3541,691,2023-11-30,4,145.48,EU
286,3214,475,2024-08-09,1,1650.94,US
287,4011,667,2024-02-10,3,1237.67,APAC
288,2664,328,2024-05-31,1,396.41,APAC
289,1078,966,2023-09-27,4,1838.02,EU
290,4757,521,2025-02-25,2,360.97,LATAM
291,3057,51,2025-04-11,1,1209.31,EU
292,4040,814,2025-06-30,4,1876.42,EU
293,2087,493,2023-04-16,5,1315.05,APAC
294,2251,931,2025-05-14,1,1722.78,EU
295,2579,312,2022-10-26,4,970.86,APAC
296,1313,832,2023-02-17,3,119.05,US
297,4095,717,2024-03-19,3,646.17,LATAM
298,895,119,2023-04-27,3,513.99,EU
299,1192,721,2022-10-25,1,1034.73,LATAM
300,4837,921,2024-01-03,1,1251.62,APAC
301,3925,317,2023-02-22,2,270.67,LATAM
302,1103,329,2023-03-29,1,804.41,EU
303,4747,23,2023-02-26,4,1197.25,US
304,2590,156,2023-10-13,3,1501.66,US
305,3832,794,2023-06-26,2,886.88,LATAM
306,1937,470,2024-07-19,1,1878.44,EU
307,3677,759,2023-02-09,1,1716.98,US
308,3314,495,2023-12-05,4,1040.22,EU
309,1354,855,2023-08-05,2,429.48,APAC
310,927,758,2023-05-09,4,72.38,EU
311,147,949,2023-03-08,4,611.25,APAC
312,30,504,2023-12-17,1,540.97,APAC
313,828,426,2023-02-13,3,1163.38,LATAM
314,2918,909,2023-07-26,5,1514.2,LATAM
315,3711,361,2024-10-06,4,54.0,LATAM
316,3076,761,2023-02-17,2,1710.0,APAC
317,4945,446,2025-09-20,1,559.69,LATAM
318,1063,586,2024-09-25,2,1788.42,LATAM
319,4550,758,2023-11-27,2,72.38,APAC
320,1111,898,2024-10-02,2,1744.04,US
321,3485,224,2025-06-03,4,49.54,EU
322,1114,623,2025-06-08,3,658.87,EU
323,1327,39,2023-03-09,1,1976.36,US
324,4288,568,2025-04-04,2,1383.37,APAC
325,1008,811,2024-03-04,1,197.18,EU
326,3847,927,2024-01-03,2,1633.03,LATAM
327,583,793,2024-09-22,3,1030.88,APAC
328,3698,681,2024-11-15,2,703.74,EU
329,478,958,2023-05-31,1,744.08,APAC
330,4861,276,2024-02-01,3,731.73,APAC
331,4293,918,2023-04-01,5,593.7,US
332,2694,769,2024-09-21,2,705.13,US
333,4305,709,2025-06-19,1,1619.97,EU
334,1093,959,2024-02-09,4,278.56,EU
335,812,880,2023-05-23,1,711.97,APAC
336,1783,410,2024-12-26,4,1499.63,APAC
337,2040,711,2025-05-02,3,1044.3,EU
338,2875,812,2024-06-29,4,456.28,APAC
339,2991,261,2025-08-23,4,319.81,LATAM
340,1057,588,2024-08-11,1,1023.46,LATAM
341,2100,61,2023-08-21,4,664.98,US
342,3581,470,2025-01-14,1,1878.44,US
343,2581,697,2022-12-25,3,1092.11,LATAM
344,4996,206,2023-05-27,1,759.34,EU
345,4698,631,2024-03-26,1,419.88,APAC
346,575,254,2025-08-13,1,524.07,EU
347,4776,541,2024-05-26,5,429.11,US
348,2445,367,2025-04-28,5,60.68,APAC
349,456,132,2022-10-23,5,1709.99,APAC
350,1535,686,2024-01-07,5,797.38,EU
351,3534,242,2025-05-21,3,1657.16,US
352,119,561,2024-07-22,4,1588.21,LATAM
353,4882,276,2024-08-30,5,731.73,APAC
354,1205,91,2023-12-26,1,1247.35,EU
355,2419,21,2022-11-16,4,1794.65,LATAM
356,1618,113,2024-11-10,1,1852.43,LATAM
357,4765,583,2025-04-11,3,1890.15,LATAM
358,463,670,2025-09-27,2,117.2,US
359,1853,903,2025-04-04,2,1628.06,LATAM
360,4166,95,2023-11-14,4,1580.77,EU
361,3736,63,2023-05-14,4,1181.3,LATAM
362,4260,870,2024-02-01,5,11.49,APAC
363,1505,922,2025-08-05,4,298.59,APAC
364,2984,453,2024-03-02,4,1404.6,LATAM
365,608,102,2025-06-23,5,1639.14,EU
366,3345,468,2023-08-25,2,599.4,US
367,495,228,2024-08-16,3,1539.02,US
368,3521,938,2023-06-14,3,17.16,EU
369,2417,140,2023-11-25,3,42.37,US
370,1827,399,2025-06-18,1,583.71,LATAM
371,4093,845,2023-05-12,5,855.29,LATAM
372,4047,285,2025-04-07,5,1907.68,APAC
373,4320,595,2023-10-15,1,847.84,EU
374,323,107,2025-09-18,5,925.05,US
375,4472,996,2022-10-13,2,1086.86,LATAM
376,736,947,2022-11-21,4,1456.93,APAC
377,3595,393,2024-01-09,1,1976.58,US
378,297,339,2023-12-25,5,1333.54,APAC
379,4065,190,2024-08-08,2,857.97,APAC
380,4104,647,2025-05-14,5,1293.53,APAC
381,4502,566,2024-01-10,2,1669.95,LATAM
382,4248,381,2024-03-23,3,1633.47,EU
383,2844,439,2024-11-21,1,1296.5,US
384,1129,819,2023-09-09,2,319.1,LATAM
385,3924,87,2024-10-11,3,417.46,APAC
386,605,961,2025-05-20,5,574.47,APAC
387,3586,678,2022-12-17,1,256.22,US
388,522,283,2022-12-12,3,914.22,EU
389,1767,481,2024-12-27,3,1719.49,US
390,1112,572,2024-07-07,1,608.34,US
391,4823,444,2024-01-31,1,1525.75,EU
392,76,447,2025-06-22,1,665.04,US
393,1841,515,2024-04-11,5,976.36,LATAM
394,97,475,2022-12-10,3,1650.94,EU
395,358,338,2022-10-07,1,1330.6,EU
396,3684,683,2023-03-31,5,1357.33,LATAM
397,1301,628,2022-12-22,3,1786.72,LATAM
398,1557,25,2023-01-19,3,385.6,US
399,1241,977,2024-04-05,1,1981.31,LATAM
400,1432,820,2023-01-14,3,1898.31,APAC
401,4006,411,2023-08-23,5,1652.87,LATAM
402,4653,949,2025-04-10,5,611.25,APAC
403,1334,238,2023-01-30,5,1796.17,APAC
404,287,217,2022-10-21,2,1969.99,LATAM
405,4286,584,2025-08-13,2,214.49,US
406,4565,787,2024-08-12,3,1321.85,EU
407,47,463,2023-01-21,3,214.78,US
408,1196,669,2024-11-12,1,1392.61,LATAM
409,3490,989,2025-07-03,5,1501.48,US
410,364,210,2023-03-01,1,969.37,EU
411,1434,577,2025-09-30,5,1202.83,US
412,3716,449,2025-06-16,2,968.81,US
413,1671,115,2023-07-14,5,677.28,LATAM
414,1220,571,2025-08-04,1,731.87,EU
415,867,556,2023-01-03,4,1328.75,APAC
416,2807,955,2023-05-17,5,1642.6,US
417,1874,398,2024-10-06,5,611.36,US
418,863,738,2023-01-01,3,899.02,LATAM
419,3197,489,2025-07-06,1,1369.34,US
420,2755,310,2025-05-12,5,973.33,US
421,3506,812,2025-05-01,2,456.28,LATAM
422,355,438,2024-06-15,1,1924.64,EU
423,1221,427,2023-11-09,1,1113.88,EU
424,3262,492,2023-09-20,1,1742.16,EU
425,2413,956,2023-01-14,3,1946.03,US
426,3587,79,2025-02-02,2,1625.21,EU
427,495,557,2022-11-26,3,861.73,LATAM
428,1467,776,2022-11-24,1,1781.82,LATAM
429,2992,423,2023-11-01,2,1401.4,US
430,2411,945,2024-09-13,5,1903.0,APAC
431,1119,469,2023-07-10,4,181.87,LATAM
432,353,852,2023-01-16,3,972.48,EU
433,4537,663,2023-05-24,5,197.77,APAC
434,910,565,2024-09-15,2,1332.25,APAC
435,4083,153,2022-11-28,3,600.63,EU
436,1070,788,2024-12-05,4,1421.17,EU
437,4683,506,2025-04-10,1,615.45,APAC
438,606,635,2023-02-23,2,584.84,APAC
439,4861,797,2023-10-15,3,1871.12,US
440,1187,176,2023-09-04,1,506.26,APAC
441,1043,277,2024-11-18,1,1956.35,LATAM
442,3384,531,2023-05-19,2,585.43,US
443,3562,853,2022-12-11,4,794.1,LATAM
444,3697,90,2024-01-10,5,1982.98,APAC
445,954,635,2023-10-31,4,584.84,EU
446,4631,909,2025-02-04,3,1514.2,LATAM
447,4814,827,2024-02-10,5,1149.95,EU
448,2617,754,2024-06-05,2,1028.96,EU
449,2758,152,2025-05-07,3,936.07,APAC
450,2198,392,2022-12-08,2,1113.27,APAC
451,612,937,2022-11-22,1,880.43,APAC
452,2349,708,2025-07-02,1,1029.12,US
453,2425,677,2024-04-08,2,1604.89,EU
454,2916,842,2025-05-24,5,1298.74,US
455,4856,734,2024-04-01,2,244.38,APAC
456,3234,284,2023-03-14,4,1044.39,LATAM
457,2899,375,2024-08-12,3,1821.79,EU
458,4938,277,2024-09-07,3,1956.35,LATAM
459,3726,945,2023-06-19,1,1903.0,APAC
460,1039,392,2023-01-30,5,1113.27,US
461,3065,815,2024-03-02,2,583.94,LATAM
462,4920,222,2025-06-11,5,88.7,US
463,4270,303,2025-01-24,2,1893.57,APAC
464,3813,374,2023-06-26,1,1352.26,EU
465,2681,257,2024-10-28,2,1321.89,LATAM
466,1465,318,2023-12-02,2,805.09,EU
467,2697,913,2023-04-24,4,516.08,EU
468,3294,493,2025-08-04,5,1315.05,LATAM
469,296,348,2023-02-04,1,92.03,EU
470,177,925,2024-02-20,1,1394.81,EU
471,3203,577,2024-10-02,4,1202.83,LATAM
472,1414,72,2023-01-18,2,353.72,US
473,3899,347,2025-08-11,3,150.7,LATAM
474,1192,138,2024-02-02,4,874.24,APAC
475,3662,44,2023-06-14,3,620.28,LATAM
476,2987,160,2023-07-19,2,1367.76,APAC
477,3828,951,2025-06-10,3,351.3,APAC
478,3924,409,2023-10-04,5,1387.15,APAC
479,1824,33,2024-07-14,4,1648.93,EU
480,222,148,2022-10-12,3,1207.15,APAC
481,2539,939,2023-03-03,3,414.02,APAC
482,793,764,2023-09-09,3,593.99,APAC
483,4785,986,2024-07-22,1,484.84,EU
484,597,376,2024-04-30,4,1738.84,US
485,3903,485,2023-07-13,1,1610.13,APAC
486,226,318,2023-06-20,3,805.09,EU
487,2789,567,2025-05-14,4,801.0,APAC
488,2211,788,2024-01-04,3,1421.17,LATAM
489,916,930,2024-02-14,5,1396.54,APAC
490,445,7,2024-02-06,3,703.33,LATAM
491,306,497,2023-12-04,3,507.14,EU
492,2875,237,2024-12-21,4,157.0,EU
493,3851,167,2024-02-25,2,1147.67,APAC
494,3381,261,2023-06-06,3,319.81,US
495,4405,414,2024-11-29,1,1077.38,LATAM
496,3221,239,2024-11-28,1,1047.39,APAC
497,4315,372,2024-10-18,5,821.21,LATAM
498,838,764,2024-04-08,3,593.99,LATAM
499,4409,456,2024-11-07,5,1165.85,US
500,1285,934,2023-12-09,5,1924.06,LATAM
501,699,743,2025-06-21,2,329.12,LATAM
502,2332,849,2023-03-21,3,809.02,US
503,3917,47,2023-10-01,2,1172.04,EU
504,4730,467,2025-05-22,4,1991.33,LATAM
505,2401,84,2024-10-16,1,1111.43,US
506,4111,219,2024-06-11,3,1912.45,EU
507,2122,831,2024-04-10,5,1838.3,LATAM
508,3657,948,2023-06-11,3,758.89,US
509,4360,571,2023-01-18,5,731.87,APAC
510,2533,119,2024-04-30,3,513.99,US
511,4160,538,2023-10-03,5,502.79,LATAM
512,623,954,2024-07-02,5,492.19,LATAM
513,3218,509,2023-09-16,5,562.48,US
514,3360,163,2023-07-20,5,571.32,EU
515,1135,17,2025-05-27,4,1936.54,EU
516,2903,781,2024-01-28,5,634.14,APAC
517,1201,647,2023-10-21,5,1293.53,LATAM
518,2956,960,2023-04-30,1,102.06,LATAM
519,4087,562,2024-06-26,5,1474.06,APAC
520,439,168,2024-06-12,2,760.41,US
521,3630,79,2024-04-17,4,1625.21,LATAM
522,2427,122,2023-01-01,2,135.39,LATAM
523,868,952,2023-05-02,1,812.54,APAC
524,2139,370,2025-06-04,2,152.31,LATAM
525,1365,590,2022-10-10,2,1886.0,US
526,4713,410,2024-09-17,2,1499.63,EU
527,1031,817,2024-03-18,4,1684.42,US
528,3904,250,2024-06-14,2,599.38,APAC
529,57,976,2023-09-01,1,486.12,EU
530,3403,330,2024-04-20,4,378.78,EU
531,2305,133,2025-03-08,4,1612.39,APAC
532,2923,295,2023-05-07,2,1201.47,EU
533,2855,213,2024-01-28,2,1678.3,US
534,129,947,2025-06-21,2,1456.93,LATAM
535,4610,801,2022-11-17,3,278.57,US
536,2324,429,2024-07-04,2,513.94,EU
537,1187,929,2023-12-15,4,264.77,US
538,2415,913,2024-03-29,3,516.08,LATAM
539,3409,803,2023-12-31,5,211.48,APAC
540,1284,12,2023-01-02,3,1809.04,EU
541,3643,847,2023-05-15,1,547.31,LATAM
542,2762,71,2024-08-08,5,1372.54,EU
543,3071,441,2023-11-02,1,586.14,LATAM
544,201,348,2022-12-29,3,92.03,EU
545,3745,205,2023-09-04,3,414.52,EU
546,3590,516,2025-09-28,5,726.57,APAC
547,1911,794,2024-09-22,5,886.88,LATAM
548,4780,783,2024-06-27,5,449.16,LATAM
549,419,653,2022-10-15,1,816.51,US
550,2423,677,2023-07-05,1,1604.89,LATAM
551,1211,993,2024-05-24,1,1213.26,APAC
552,855,659,2024-06-10,1,883.16,LATAM
553,3303,561,2025-04-11,1,1588.21,LATAM
554,4976,307,2024-03-28,4,1693.75,US
555,2148,504,2023-08-04,2,540.97,US
556,2210,14,2022-12-30,5,1633.75,EU
557,1807,501,2025-08-22,1,238.32,LATAM
558,2787,106,2024-01-19,1,908.59,APAC
559,3507,52,2023-10-14,1,1558.45,APAC
560,2161,210,2024-08-05,2,969.37,APAC
561,2239,753,2024-04-04,1,632.76,US
562,2644,7,2024-01-08,3,703.33,US
563,3147,4,2023-08-13,4,1008.14,APAC
564,3754,766,2025-03-19,2,1742.61,APAC
565,851,669,2025-09-11,5,1392.61,US
566,3429,473,2022-11-05,2,228.28,LATAM
567,3967,502,2023-01-20,3,1459.68,EU
568,164,520,2024-05-17,3,1549.48,US
569,156,999,2023-06-17,5,1372.48,US
570,669,744,2025-09-08,4,940.2,LATAM
571,3903,344,2025-07-19,1,1094.74,APAC
572,4076,118,2023-06-07,4,900.8,US
573,3494,80,2025-08-20,4,255.66,EU
574,3089,153,2023-07-06,2,600.63,EU
575,594,739,2023-02-13,3,656.4,EU
576,4711,655,2022-10-24,1,471.97,APAC
577,2055,818,2025-04-07,5,1415.23,EU
578,1879,90,2024-04-08,4,1982.98,EU
579,2303,814,2022-10-11,1,1876.42,US
580,2749,956,2025-05-03,4,1946.03,APAC
581,1775,546,2024-02-21,1,1584.59,EU
582,902,235,2023-12-31,2,1403.95,LATAM
583,1690,727,2025-08-15,4,431.78,LATAM
